annotation,begin_datetime,end_datetime,exclusion_flag,id,instrument,method,node,parameter_ids,parameter_names,qc_flag,site,source,stream 
Deployment 1: This instrument was not deployed.,2015-12-14T12:20:00Z,2015-12-14T13:30:00Z,False,3613,02-PCO2WC052,,RII11,[],[],,GS01SUMO,swhite@whoi.edu,
Deployment 2: It was noted that is a persistent offset between GS01SUMO-SBD12-02-FLORTD000 and GS01SUMO-RID16-02-FLORTD000 data throughout the deployment. Root cause unknown.,2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,2259,02-FLORTD000,,SBD12,[],[],not_operational,GS01SUMO,cdobson@whoi.edu,
"* UPDATED, 2019-01-25: After careful review, the original data product algorithm (pco2_pco2wat) for this sensor was found to contain an error that resulted in calculation of incorrect derived L1 pCO2 values. In consultation with the vendor, the algorithm has been corrected, verified, and uploaded to the OOI system. This update, effective 2019-01-10, applies to all deployments for this sensor. All derived L1pCO2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct algorithm.  The updated algorithm can be viewed at https://github.com/oceanobservatories/ion-functions/blob/master/ion_functions/data/co2_functions.py.  * Until further notice, derived L1 pCO2 data products from this sensor are incorrect and should not be used. A significant discrepancy has been uncovered between the pCO2 values from shipboard water samples vs. values calculated by OOI system. The pco2_pco2wat algorithm is under review and can be viewed at https://github.com/ooici/ion-functions/blob/master/ion_functions/data/co2_functions.py. To receive instant notification of updates to the code, add yourself as a watcher to the GitHub repository linked above. For further questions please email help@oceanobservatories.org.",2015-12-14T12:20:00Z,2019-01-09T16:00:00Z,False,280,02-PCO2WC052,telemetered,RII11,[931],['pco2_seawater'],,GS01SUMO,friedrich.knuth@rutgers.edu,pco2w_abc_imodem_instrument
"Deployment 2: Due to incorrect instrument configuration, these data products cannot be calculated.",2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,2938,05-WAVSSA000,telemetered,SBD12,[],[],,GS01SUMO,swhite@whoi.edu,wavss_a_dcl_mean_directional
"Deployment 2: Due to incorrect instrument configuration, these data products cannot be calculated.",2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,2940,05-WAVSSA000,telemetered,SBD12,[],[],,GS01SUMO,swhite@whoi.edu,wavss_a_dcl_motion
Deployment 1: This instrument was not deployed.,2015-12-14T12:20:00Z,2015-12-14T13:30:00Z,False,3614,02-PHSENE042,,RII11,[],[],,GS01SUMO,swhite@whoi.edu,
Deployment 2: *UPDATED 2023-10-27: No data available for this instrument. Instrument was not logging upon recovery.* Recovered_instrument data not available for this deployment.,2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,632,02-CTDBPP031,,RII11,[],[],not_operational,GS01SUMO,areed@whoi.edu,
Deployment 2: The ADCP was incorrectly configured with a blanking distance of 0.0 m and a bin size of 1.0 m (instead of 5.0 m blanking distance and 10.0 m bin size). ,2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,2922,02-ADCPSN010,,RII11,[],[],,GS01SUMO,swhite@whoi.edu,
"Deployment 2: Wind speeds may be low-biased (5%) at speeds > 5 m/s, as determined by comparisons with ship measurements and measurements from the FDCHP.",2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,766,06-METBKA000,,SBD12,[],[],,GS01SUMO,lgarzio@marine.rutgers.edu,
Deployment 2: It was noted that is a persistent offset between GS01SUMO-SBD12-02-FLORTD000 and GS01SUMO-RID16-02-FLORTD000 data throughout the deployment. Root cause unknown.,2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,2260,02-FLORTD000,,RID16,[],[],not_operational,GS01SUMO,cdobson@whoi.edu,
"Deployment 2: Velocity magnitudes for this deployment are higher than expected.  A cause has not been determined for this anomaly. This data should be considered suspect.  If the data are used, they should be compared to other velocity data (e.g., from ADCPs) in the Array to determine a possible correction factor.",2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,2912,04-VELPTA000,,RID16,[],[],suspect,GS01SUMO,swhite@whoi.edu,
Deployment 2: Human-in-the-loop review of the data identified the increased variability and noise in the data from the backscatter and fluorescent channels. Data should be considered suspect.,2015-12-14T12:20:00Z,2016-02-16T12:00:00Z,False,5015,02-FLORDG032,,RII11,[],[],suspect,GS01SUMO,areed@whoi.edu,
Deployment 2: No METBK Conductivity and Temperature (METCT) recovered instrument data available for this deployment.,2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,5312,06-METBKA001,recovered_inst,SBD11,[],[],not_available,GS01SUMO,cdobson@whoi.edu,
UPDATED 2020-06-19: The data calculation issue was resolved on 15 Feb 2019. * Dissolved Oxygen concentrations are currently not being calculated due to a function error. Issue under investigation (Redmine 13228).,2015-12-14T12:20:00Z,2019-02-14T16:00:00Z,False,791,02-DOSTAD033,,RII11,[],[],,GS01SUMO,lgarzio@marine.rutgers.edu,
Deployment 2: The DOSTA became separated from the host CTD at some point during the deployment. No data expected.,2015-12-14T12:20:00Z,2016-12-11T23:58:00Z,False,4986,02-DOSTAD031,,RII11,[],[],not_operational,GS01SUMO,areed@whoi.edu,
"Data values are within plausible ranges, but lower than usual L0 conductivity values throughout the entire water column during this time period make the salinity, oxygen, and density products suspect.",2015-12-15T11:00:00Z,2016-01-07T01:00:00Z,False,1265,2A-CTDPFA102,streamed,SF01A,"[3777, 194, 5, 13, 910]","['corrected_dissolved_oxygen', 'conductivity', 'sea_water_density', 'sea_water_practical_salinity', 'sea_water_electrical_conductivity']",suspect,RS01SBPS,knuth@marine.rutgers.edu,ctdpf_sbe43_sample
Deployment 4: The Wire-Following Profiler was intentionally converted into a fixed-depth instrument because the profiler was stuck. The profiler became un-stuck on 1/29/2016 and began to drift up and down the line but the operational mode of the instruments was not changed.,2015-12-15T19:08:23Z,2016-05-20T12:14:00Z,False,230,,,WFP01,[],[],,CP02PMCI,cdobson@whoi.edu,
"Deployment 1: The DOSTA's internal salinity setting was set to 35, but OOI processing previously assumed it was set to 0. This resulted in the ""DO- Pressure Sal Corrected (umol /kg)"" parameter being about 20% lower than what the value should be. A correction was implemented 2022-02-28. This deployment is affected by this change and users who have requested oxygen data prior to 2022-02-28 are encouraged to re-download the data. The raw data were not corrected. ",2015-12-20T09:16:00Z,2016-10-12T04:45:00Z,False,3704,02-DOSTAM000,,PG566,[],[],,GS05MOAS,cdobson@whoi.edu,
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2015-12-20T09:27:23Z,2016-10-12T04:45:00Z,False,6009,03-FLORTM000,recovered_host,PG566,"[1480, 1481, 1482]","['sci_flbbcd_cdom_ref', 'sci_flbbcd_cdom_sig', 'sci_flbbcd_cdom_units']",,GS05MOAS,areed@whoi.edu,flort_m_sample
Deployment 1: A leak developed in the external air bladder. Science sensors were turned off on 8/18/2016 and glider went into a low power drift state to preserve battery. Recovered in the Drake Passage with two broken wings and no rudder.,2015-12-20T09:28:00Z,2016-08-16T17:40:00Z,False,579,,,PG566,[],[],,GS05MOAS,lgarzio@marine.rutgers.edu,
"Deployment 1: The DOSTA's internal salinity setting was set to 35, but OOI processing previously assumed it was set to 0. This resulted in the ""DO- Pressure Sal Corrected (umol /kg)"" parameter being about 20% lower than what the value should be. A correction was implemented 2022-02-28. This deployment is affected by this change and users who have requested oxygen data prior to 2022-02-28 are encouraged to re-download the data. The raw data were not corrected. ",2015-12-20T09:46:00Z,2016-11-21T11:43:00Z,False,3705,02-DOSTAM000,,PG565,[],[],,GS05MOAS,cdobson@whoi.edu,
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2015-12-20T09:55:19Z,2016-11-21T11:43:00Z,False,6010,03-FLORTM000,recovered_host,PG565,"[1480, 1481, 1482]","['sci_flbbcd_cdom_ref', 'sci_flbbcd_cdom_sig', 'sci_flbbcd_cdom_units']",,GS05MOAS,areed@whoi.edu,flort_m_sample
"Deployment 1: Deployed on 12/20/2015, recovered on 12/25/2015 20:40 UTC for ballast correction and was re-deployed. Starting around 5/1/2016, glider became increasingly difficult to steer. Glider stopped profiling on 11/6/2016 to conserve remaining battery power. At recovery, barnacles were present mostly on the underside of the glider, and were not in an area to hinder flight performance.",2015-12-20T09:56:00Z,2016-11-05T18:02:00Z,False,577,,,PG565,[],[],,GS05MOAS,lgarzio@marine.rutgers.edu,
"Deployment 1: The DOSTA's internal salinity setting was set to 35, but OOI processing previously assumed it was set to 0. This resulted in the ""DO- Pressure Sal Corrected (umol /kg)"" parameter being about 20% lower than what the value should be. A correction was implemented 2022-02-28. This deployment is affected by this change and users who have requested oxygen data prior to 2022-02-28 are encouraged to re-download the data. The raw data were not corrected. ",2015-12-20T11:20:00Z,2016-11-27T12:16:00Z,False,3706,02-DOSTAM000,,GL560,[],[],,GS05MOAS,cdobson@whoi.edu,
"Deployment 1: Glider was pushed far north of the Southern Ocean array where it was recovered. At recovery, barnacles were present mostly on the underside of the glider, and were not in an area to hinder flight performance.",2015-12-20T11:45:00Z,2016-11-22T07:14:00Z,False,578,,,GL560,[],[],,GS05MOAS,lgarzio@marine.rutgers.edu,
"Deployment 1: Glider leaked, went adrift, and was not recovered. Only telemetered data are available.",2015-12-20T11:50:00Z,2016-01-27T03:52:00Z,False,177,,,GL524,[],[],,GS05MOAS,lgarzio@marine.rutgers.edu,
"Deployment 1: The DOSTA's internal salinity setting was set to 35, but OOI processing previously assumed it was set to 0. This resulted in the ""DO- Pressure Sal Corrected (umol /kg)"" parameter being about 20% lower than what the value should be. A correction was implemented 2022-02-28. This deployment is affected by this change and users who have requested oxygen data prior to 2022-02-28 are encouraged to re-download the data. The raw data were not corrected. ",2015-12-20T11:50:00Z,2016-04-10T17:00:00Z,False,3707,02-DOSTAM000,,GL524,[],[],,GS05MOAS,cdobson@whoi.edu,
Deployment 2: Human-in-the-loop review of the data identified the data on both the backscatter channel as bad likely due to biofouling. The fluorescent channels may or may not be be affected and should be treated as suspect.,2015-12-20T16:00:00Z,2016-11-08T02:10:00Z,False,5023,02-FLORTD000,,SBD12,[],[],fail,GA01SUMO,areed@whoi.edu,
Fluctuating ground faults were detected starting in late 2015. Eventually a large step change in ground faults was followed by the instrument becoming unresponsive and the port was disabled.,2015-12-21T02:01:00Z,2016-07-25T11:00:00Z,False,3769,10-PHSEND107,,LJ01C,[],[],not_operational,CE04OSBP,m.vardaro@gmail.com,
"Issue: The Relative Humidity measurement (RELHUMI) from the METBK data logger started reporting erroneous values on 2015-12-23. This instrument was damaged during a storm and replaced on May 12, 2016.",2015-12-22T17:22:00Z,2016-05-07T08:28:00Z,False,935,06-METBKA000,telemetered,SBD11,[1052],['relative_humidity'],fail,CE09OSSM,michaesm@marine.rutgers.edu,metbk_a_dcl_instrument
"Issue: The Relative Humidity measurement (RELHUMI) from the METBK data logger started reporting erroneous values on 2015-12-23. This instrument was damaged during a storm and replaced on May 12, 2016.",2015-12-22T17:22:00Z,2016-05-07T08:28:00Z,False,4521,06-METBKA000,recovered_host,SBD11,[1052],['relative_humidity'],fail,CE09OSSM,michaesm@marine.rutgers.edu,metbk_a_dcl_instrument_recovered
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2015-12-22T22:00:00Z,2016-07-18T08:00:00Z,False,3939,4B-PHSENA102,,PC01A,[],[],fail,RS01SBPS,m.vardaro@gmail.com,
METBK logger system failed on 2015-12-23. No further telemetered or recovered_host METBK data will be available for the remainder of Deployment 1.,2015-12-23T11:28:28Z,2016-05-09T07:53:00Z,False,4491,06-METBKA000,,SBD11,[],[],not_available,CE04OSSM,kuebelb@oregonstate.edu,
"Deployment 1: The DOSTA's internal salinity setting was set to 35, but OOI processing previously assumed it was set to 0. This resulted in the ""DO- Pressure Sal Corrected (umol /kg)"" parameter being about 20% lower than what the value should be. A correction was implemented 2022-02-28. This deployment is affected by this change and users who have requested oxygen data prior to 2022-02-28 are encouraged to re-download the data. The raw data were not corrected. ",2015-12-25T13:41:00Z,2016-11-03T16:59:00Z,False,3708,02-DOSTAM000,,GL561,[],[],,GS05MOAS,cdobson@whoi.edu,
"Deployment 1: Glider leaked, went adrift, and was not recovered. Only telemetered data are available.",2015-12-25T13:59:00Z,2016-06-14T07:45:00Z,False,178,,,GL561,[],[],,GS05MOAS,lgarzio@marine.rutgers.edu,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2015-12-27T22:00:00Z,2016-01-04T07:00:00Z,False,3837,09-PCO2WB104,,LJ01C,[],[],fail,CE04OSBP,m.vardaro@gmail.com,
HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,2015-12-27T22:00:00Z,2016-01-04T07:00:00Z,False,3902,4D-PCO2WA105,,PC01B,[],[],fail,CE04OSPS,m.vardaro@gmail.com,
